name,images,type,capacity,bathroom,bedroom,bed,desc,price,reivew_count,rating
The Robin's Nest secluded garden retreat.,https://a0.muscache.com/im/pictures/c30e5458-413c-437b-81f3-f622811dc53d.jpg?aki_policy=large,Private room,2,1.0,1,1,"{TV,Wifi,""Air conditioning"",""Free parking on premises"",Breakfast,""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Coffee maker"",Refrigerator,""Patio or balcony"",""Garden or backyard""}",65,24,99
"Seasonal, City of Asheville, Guest Suite",https://a0.muscache.com/im/pictures/b91707d8-ff78-4e34-b127-aee4ed9ae3a4.jpg?aki_policy=large,Private room,2,1.0,1,1,"{Wifi,""Air conditioning"",""Free street parking"",Heating,""Smoke detector"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Room-darkening shades"",""Hot water"",Refrigerator,Other}",75,10,100
Mountain views close to everything in Asheville!,https://a0.muscache.com/im/pictures/13e63ba7-36b7-4874-b096-7e9bbcb16916.jpg?aki_policy=large,Entire home/apt,10,2.0,3,7,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Self check-in"",Keypad,""Private entrance"",""Outlet covers"",Bathtub,""Fireplace guards"",""Room-darkening shades"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony""}",250,41,100
Mountain Haven,https://a0.muscache.com/im/pictures/28fa6c9c-8ff4-405a-bcd6-4f8c0545292a.jpg?aki_policy=large,Entire home/apt,9,2.0,4,5,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,Bathtub,""Fireplace guards"",""Room-darkening shades"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard""}",225,18,99
Western Residence,https://a0.muscache.com/im/pictures/8eb6f04e-874a-4592-a166-07aaa5bb6ca7.jpg?aki_policy=large,Entire home/apt,4,2.0,2,2,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed""}",225,4,100
"Upstream Bachelorette, Spacious and Brand New.",https://a0.muscache.com/im/pictures/0735cdec-107e-4b28-8907-98596ed04fbf.jpg?aki_policy=large,Entire home/apt,16,4.5,6,18,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Hot tub"",""Indoor fireplace"",Heating,""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Dishwasher,""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",875,17,100
Modern Mountain View w/hot tub*,https://a0.muscache.com/im/pictures/4c523568-6cdb-4d40-aa25-d3044008bffe.jpg?aki_policy=large,Entire home/apt,12,3.0,4,6,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Hot tub"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Private entrance"",Bathtub,""High chair"",""Children’s books and toys"",""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Long term stays allowed"",""No stairs or steps to enter""}",299,7,100
Magnolia Mountain,https://a0.muscache.com/im/pictures/db4357e8-b02e-4a55-bae9-0567c7c19132.jpg?aki_policy=large,Entire home/apt,9,3.0,3,6,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Shampoo,Hangers,""Hair dryer"",Iron,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill""}",647,2,100
Rose Hill Country Cottage,https://a0.muscache.com/im/pictures/de9e21ae-8e50-489b-b23e-00803e447f44.jpg?aki_policy=large,Entire home/apt,2,1.0,1,1,"{TV,""Cable TV"",Wifi,Kitchen,""Free parking on premises"",Heating,""Smoke detector"",""Fire extinguisher"",Shampoo,Hangers,""Hair dryer"",Iron,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill""}",128,8,98
The Daily Condo 201 at 120 College Street,https://a0.muscache.com/im/pictures/c19a7349-88e1-432b-93f4-e7a84698ba89.jpg?aki_policy=large,Entire home/apt,2,1.0,1,1,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Long term stays allowed"",""Full kitchen""}",180,44,96
The Gazette Condo 200 at 120 College Street,https://a0.muscache.com/im/pictures/6ba3bb3b-30d2-46bd-a2fb-81acc4d98f51.jpg?aki_policy=large,Entire home/apt,4,2.5,2,3,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private living room"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",295,36,98
The News Condo 202 at 120 College Street,https://a0.muscache.com/im/pictures/123548c7-bd9e-4319-b503-191d58b89ba2.jpg?aki_policy=large,Entire home/apt,2,1.0,1,1,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony""}",180,39,98
Crows Nest 2.0,https://a0.muscache.com/im/pictures/80315f4d-9f1e-4ba2-b34c-33897a149d36.jpg?aki_policy=large,Private room,4,1.0,2,2,"{TV,Wifi,""Air conditioning"",""Free parking on premises"",Breakfast,""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Private living room"",""Private entrance"",Bathtub,""Children’s books and toys"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Long term stays allowed"",""No stairs or steps to enter"",""No stairs or steps to enter""}",150,11,100
Fresh and Modern Asheville Shipping Container Home,"https://a0.muscache.com/4ea/air/v2//pictures/0b3c952e-c333-46ff-8282-b4bafc2b640d.jpg?t=r:w1200-h720-sfit,e:fjpg-c85",Entire home/apt,3,1.0,0,2,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Body soap"",""Bath towel"",""Toilet paper"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Patio or balcony"",""Long term stays allowed"",""Handheld shower head"",Kitchenette,""Mini fridge"",""Smart TV"",""Outdoor seating"",""Outdoor parking"",""Walk-in shower"",""Bedroom comforts"",""Bathroom essentials""}",148,96,100
"Charming 3BR, 6 Bed Haven | 10 Min to Downtown",https://a0.muscache.com/im/pictures/9999560d-c4a7-4300-9513-4cc5c254ce8e.jpg?aki_policy=large,Entire home/apt,10,2.5,3,5,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Private entrance"",Bathtub,""Stair gates"",""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Flat path to guest entrance"",""Well-lit path to entrance"",""No stairs or steps to enter"",""Extra space around bed"",""Accessible-height bed"",""Accessible-height toilet""}",300,61,99
WEST Asheville Bungalow,https://a0.muscache.com/im/pictures/ae355548-d6f6-44e2-89a7-64f04ca7268d.jpg?aki_policy=large,Entire home/apt,2,1.0,2,2,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance""}",70,2,100
"Heart of Asheville: RAD, West Asheville & Downtown",https://a0.muscache.com/im/pictures/2ea1756d-b480-4e03-8d1e-90c6d57dca36.jpg?aki_policy=large,Entire home/apt,3,1.0,1,2,"{Wifi,""Air conditioning"",""Free parking on premises"",""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private living room"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Single level home""}",104,99,98
Convenient Mountain Retreat has it all,https://a0.muscache.com/im/pictures/c9a51cd3-2187-46f4-907b-3ef799209bf8.jpg?aki_policy=large,Entire home/apt,6,2.5,3,3,"{TV,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Pets allowed"",""Hot tub"",""Indoor fireplace"",Heating,""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance""}",245,4,95
West AVL & River Arts Oasis - Private & Walkable,https://a0.muscache.com/im/pictures/f9cfb3cb-6399-48a7-8d6e-7231aa4da72c.jpg?aki_policy=large,Entire home/apt,2,1.0,1,1,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Children’s books and toys"",""Pack ’n Play/travel crib"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}",90,63,98
The Hill on Lexington Market,https://a0.muscache.com/im/pictures/bd553925-232f-4b51-9620-968e4f9e7d76.jpg?aki_policy=large,Entire home/apt,2,1.0,0,1,"{TV,Wifi,""Air conditioning"",""Free parking on premises"",Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Long term stays allowed""}",99,70,98
"12 MINS TO DOWNTOWN, 14 MINS TO BILTMORE- Fire Pit",https://a0.muscache.com/im/pictures/44fc418b-5d62-49ca-83c1-9cd432ec0402.jpg?aki_policy=large,Entire home/apt,13,2.5,4,7,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance""}",425,14,99
"Authentic North Asheville Farmhouse, 1890's",https://a0.muscache.com/im/pictures/e59abe64-4bbd-4583-a92c-468b8f245b32.jpg?aki_policy=large,Entire home/apt,6,1.0,2,3,"{Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,""Indoor fireplace"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Host greets you""}",85,31,99
Boho Bungalow in walkable West Asheville,https://a0.muscache.com/im/pictures/6fac4624-9dc4-4871-845d-2cb3a6d60f95.jpg?aki_policy=large,Entire home/apt,4,1.0,1,2,"{TV,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private living room"",""Private entrance"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",""Single level home"",""Patio or balcony"",""Luggage dropoff allowed"",""Cleaning before checkout"",""No stairs or steps to enter"",""Wide entrance for guests"",""Flat path to guest entrance"",""Well-lit path to entrance"",""No stairs or steps to enter"",""Wide entrance"",""Extra space around bed"",""No stairs or steps to enter"",""No stairs or steps to enter"",""Wide entryway"",""Full kitchen""}",95,73,99
The Montford Jewel ☆ Blocks to Downtown Asheville,https://a0.muscache.com/im/pictures/c50f5f13-7e4c-4ee7-95fc-514e90a58a3c.jpg?aki_policy=large,Entire home/apt,4,1.0,2,2,"{TV,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Patio or balcony""}",130,36,100
NEW Beautiful Hillside Home just minutes to town.,https://a0.muscache.com/im/pictures/a0e8bd09-ca9f-4756-b1c1-b5bb0b46a0cc.jpg?aki_policy=large,Entire home/apt,8,2.5,3,4,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Host greets you""}",219,10,100
"10 MIN to DT, 15 MIN to Biltmore, Fire pit, Views!",https://a0.muscache.com/im/pictures/a7a53921-ea34-41fe-9889-873a2deb5402.jpg?aki_policy=large,Entire home/apt,16,4.0,4,8,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance""}",575,20,98
Bear Crossing—10 minutes to downtown,https://a0.muscache.com/im/pictures/1ea2c88f-bb40-41cf-aef2-2a7bd0590772.jpg?aki_policy=large,Entire home/apt,2,1.0,1,1,"{TV,Wifi,""Air conditioning"",""Free parking on premises"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",""Private entrance"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator}",95,25,100
"New Apartment, Biltmore Village",https://a0.muscache.com/im/pictures/29636d9d-971c-4b09-b421-61552296e87a.jpg?aki_policy=large,Entire home/apt,2,1.0,1,1,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Private entrance"",Other}",140,4,100
"Rose Ranch Montford 1, 1.2 mile to downtown",https://a0.muscache.com/im/pictures/b4b9ab15-78f0-468e-90f9-ecc943a9fb9a.jpg?aki_policy=large,Private room,2,1.0,1,1,"{Wifi,""Air conditioning"",""Free parking on premises"",""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Refrigerator,""Garden or backyard""}",45,38,99
